country;date;confirmed;deaths;recovered
Afghanistan;2020-1-22;0;0;0
Afghanistan;2020-1-23;0;0;0
Afghanistan;2020-1-24;0;0;0
Afghanistan;2020-1-25;0;0;0
Afghanistan;2020-1-26;0;0;0
Afghanistan;2020-1-27;0;0;0
Afghanistan;2020-1-28;0;0;0
Afghanistan;2020-1-29;0;0;0
Afghanistan;2020-1-30;0;0;0
Afghanistan;2020-1-31;0;0;0
Afghanistan;2020-2-1;0;0;0
Afghanistan;2020-2-2;0;0;0
Afghanistan;2020-2-3;0;0;0
Afghanistan;2020-2-4;0;0;0
Afghanistan;2020-2-5;0;0;0
Afghanistan;2020-2-6;0;0;0
Afghanistan;2020-2-7;0;0;0
Afghanistan;2020-2-8;0;0;0
Afghanistan;2020-2-9;0;0;0
Afghanistan;2020-2-10;0;0;0
Afghanistan;2020-2-11;0;0;0
Afghanistan;2020-2-12;0;0;0
Afghanistan;2020-2-13;0;0;0
Afghanistan;2020-2-14;0;0;0
Afghanistan;2020-2-15;0;0;0
Afghanistan;2020-2-16;0;0;0
Afghanistan;2020-2-17;0;0;0
Afghanistan;2020-2-18;0;0;0
Afghanistan;2020-2-19;0;0;0
Afghanistan;2020-2-20;0;0;0
Afghanistan;2020-2-21;0;0;0
Afghanistan;2020-2-22;0;0;0
Afghanistan;2020-2-23;0;0;0
Afghanistan;2020-2-24;1;0;0
Afghanistan;2020-2-25;1;0;0
Afghanistan;2020-2-26;1;0;0
Afghanistan;2020-2-27;1;0;0
Afghanistan;2020-2-28;1;0;0
Afghanistan;2020-2-29;1;0;0
Afghanistan;2020-3-1;1;0;0
Afghanistan;2020-3-2;1;0;0
Afghanistan;2020-3-3;1;0;0
Afghanistan;2020-3-4;1;0;0
Afghanistan;2020-3-5;1;0;0
Afghanistan;2020-3-6;1;0;0
Afghanistan;2020-3-7;1;0;0
Afghanistan;2020-3-8;4;0;0
Afghanistan;2020-3-9;4;0;0
Afghanistan;2020-3-10;5;0;0
Afghanistan;2020-3-11;7;0;0
Afghanistan;2020-3-12;7;0;0
Afghanistan;2020-3-13;7;0;0
Afghanistan;2020-3-14;11;0;0
Afghanistan;2020-3-15;16;0;0
Afghanistan;2020-3-16;21;0;1
Afghanistan;2020-3-17;22;0;1
Afghanistan;2020-3-18;22;0;1
Afghanistan;2020-3-19;22;0;1
Afghanistan;2020-3-20;24;0;1
Afghanistan;2020-3-21;24;0;1
Afghanistan;2020-3-22;40;1;1
Afghanistan;2020-3-23;40;1;1
Afghanistan;2020-3-24;74;1;1
Afghanistan;2020-3-25;84;2;2
Afghanistan;2020-3-26;94;4;2
Afghanistan;2020-3-27;110;4;2
Afghanistan;2020-3-28;110;4;2
Afghanistan;2020-3-29;120;4;2
Afghanistan;2020-3-30;170;4;2
Afghanistan;2020-3-31;174;4;5
Afghanistan;2020-4-1;237;4;5
Afghanistan;2020-4-2;273;6;10
Afghanistan;2020-4-3;281;6;10
Afghanistan;2020-4-4;299;7;10
Afghanistan;2020-4-5;349;7;15
Afghanistan;2020-4-6;367;11;18
Afghanistan;2020-4-7;423;14;18
Afghanistan;2020-4-8;444;14;29
Afghanistan;2020-4-9;484;15;32
Afghanistan;2020-4-10;521;15;32
Afghanistan;2020-4-11;555;18;32
Afghanistan;2020-4-12;607;18;32
Afghanistan;2020-4-13;665;21;32
Afghanistan;2020-4-14;714;23;40
Afghanistan;2020-4-15;784;25;43
Afghanistan;2020-4-16;840;30;54
Afghanistan;2020-4-17;906;30;99
Afghanistan;2020-4-18;933;30;112
Afghanistan;2020-4-19;996;33;131
Afghanistan;2020-4-20;1026;36;135
Afghanistan;2020-4-21;1092;36;150
Afghanistan;2020-4-22;1176;40;166
Afghanistan;2020-4-23;1279;42;179
Afghanistan;2020-4-24;1351;43;188
Albania;2020-1-22;0;0;0
Albania;2020-1-23;0;0;0
Albania;2020-1-24;0;0;0
Albania;2020-1-25;0;0;0
Albania;2020-1-26;0;0;0
Albania;2020-1-27;0;0;0
Albania;2020-1-28;0;0;0
Albania;2020-1-29;0;0;0
Albania;2020-1-30;0;0;0
Albania;2020-1-31;0;0;0
Albania;2020-2-1;0;0;0
Albania;2020-2-2;0;0;0
Albania;2020-2-3;0;0;0
Albania;2020-2-4;0;0;0
Albania;2020-2-5;0;0;0
Albania;2020-2-6;0;0;0
Albania;2020-2-7;0;0;0
Albania;2020-2-8;0;0;0
Albania;2020-2-9;0;0;0
Albania;2020-2-10;0;0;0
Albania;2020-2-11;0;0;0
Albania;2020-2-12;0;0;0
Albania;2020-2-13;0;0;0
Albania;2020-2-14;0;0;0
Albania;2020-2-15;0;0;0
Albania;2020-2-16;0;0;0
Albania;2020-2-17;0;0;0
Albania;2020-2-18;0;0;0
Albania;2020-2-19;0;0;0
Albania;2020-2-20;0;0;0
Albania;2020-2-21;0;0;0
Albania;2020-2-22;0;0;0
Albania;2020-2-23;0;0;0
Albania;2020-2-24;0;0;0
Albania;2020-2-25;0;0;0
Albania;2020-2-26;0;0;0
Albania;2020-2-27;0;0;0
Albania;2020-2-28;0;0;0
Albania;2020-2-29;0;0;0
Albania;2020-3-1;0;0;0
Albania;2020-3-2;0;0;0
Albania;2020-3-3;0;0;0
Albania;2020-3-4;0;0;0
Albania;2020-3-5;0;0;0
Albania;2020-3-6;0;0;0
Albania;2020-3-7;0;0;0
Albania;2020-3-8;0;0;0
Albania;2020-3-9;2;0;0
Albania;2020-3-10;10;0;0
Albania;2020-3-11;12;1;0
Albania;2020-3-12;23;1;0
Albania;2020-3-13;33;1;0
Albania;2020-3-14;38;1;0
Albania;2020-3-15;42;1;0
Albania;2020-3-16;51;1;0
Albania;2020-3-17;55;1;0
Albania;2020-3-18;59;2;0
Albania;2020-3-19;64;2;0
Albania;2020-3-20;70;2;0
Albania;2020-3-21;76;2;2
Albania;2020-3-22;89;2;2
Albania;2020-3-23;104;4;2
Albania;2020-3-24;123;5;10
Albania;2020-3-25;146;5;17
Albania;2020-3-26;174;6;17
Albania;2020-3-27;186;8;31
Albania;2020-3-28;197;10;31
Albania;2020-3-29;212;10;33
Albania;2020-3-30;223;11;44
Albania;2020-3-31;243;15;52
Albania;2020-4-1;259;15;67
Albania;2020-4-2;277;16;76
Albania;2020-4-3;304;17;89
Albania;2020-4-4;333;20;99
Albania;2020-4-5;361;20;104
Albania;2020-4-6;377;21;116
Albania;2020-4-7;383;22;131
Albania;2020-4-8;400;22;154
Albania;2020-4-9;409;23;165
Albania;2020-4-10;416;23;182
Albania;2020-4-11;433;23;197
Albania;2020-4-12;446;23;217
Albania;2020-4-13;467;23;232
Albania;2020-4-14;475;24;248
Albania;2020-4-15;494;25;251
Albania;2020-4-16;518;26;277
Albania;2020-4-17;539;26;283
Albania;2020-4-18;548;26;302
Albania;2020-4-19;562;26;314
Albania;2020-4-20;584;26;327
Albania;2020-4-21;609;26;345
Albania;2020-4-22;634;27;356
Albania;2020-4-23;663;27;385
Albania;2020-4-24;678;27;394
Algeria;2020-1-22;0;0;0
Algeria;2020-1-23;0;0;0
Algeria;2020-1-24;0;0;0
Algeria;2020-1-25;0;0;0
Algeria;2020-1-26;0;0;0
Algeria;2020-1-27;0;0;0
Algeria;2020-1-28;0;0;0
Algeria;2020-1-29;0;0;0
Algeria;2020-1-30;0;0;0
Algeria;2020-1-31;0;0;0
Algeria;2020-2-1;0;0;0
Algeria;2020-2-2;0;0;0
Algeria;2020-2-3;0;0;0
Algeria;2020-2-4;0;0;0
Algeria;2020-2-5;0;0;0
Algeria;2020-2-6;0;0;0
Algeria;2020-2-7;0;0;0
Algeria;2020-2-8;0;0;0
Algeria;2020-2-9;0;0;0
Algeria;2020-2-10;0;0;0
Algeria;2020-2-11;0;0;0
Algeria;2020-2-12;0;0;0
Algeria;2020-2-13;0;0;0
Algeria;2020-2-14;0;0;0
Algeria;2020-2-15;0;0;0
Algeria;2020-2-16;0;0;0
Algeria;2020-2-17;0;0;0
Algeria;2020-2-18;0;0;0
Algeria;2020-2-19;0;0;0
Algeria;2020-2-20;0;0;0
Algeria;2020-2-21;0;0;0
Algeria;2020-2-22;0;0;0
Algeria;2020-2-23;0;0;0
Algeria;2020-2-24;0;0;0
Algeria;2020-2-25;1;0;0
Algeria;2020-2-26;1;0;0
Algeria;2020-2-27;1;0;0
Algeria;2020-2-28;1;0;0
Algeria;2020-2-29;1;0;0
Algeria;2020-3-1;1;0;0
Algeria;2020-3-2;3;0;0
Algeria;2020-3-3;5;0;0
Algeria;2020-3-4;12;0;0
Algeria;2020-3-5;12;0;0
Algeria;2020-3-6;17;0;0
Algeria;2020-3-7;17;0;0
Algeria;2020-3-8;19;0;0
Algeria;2020-3-9;20;0;0
Algeria;2020-3-10;20;0;0
Algeria;2020-3-11;20;0;0
Algeria;2020-3-12;24;1;8
Algeria;2020-3-13;26;2;8
Algeria;2020-3-14;37;3;12
Algeria;2020-3-15;48;4;12
Algeria;2020-3-16;54;4;12
Algeria;2020-3-17;60;4;12
Algeria;2020-3-18;74;7;12
Algeria;2020-3-19;87;9;32
Algeria;2020-3-20;90;11;32
Algeria;2020-3-21;139;15;32
Algeria;2020-3-22;201;17;65
Algeria;2020-3-23;230;17;65
Algeria;2020-3-24;264;19;24
Algeria;2020-3-25;302;21;65
Algeria;2020-3-26;367;25;29
Algeria;2020-3-27;409;26;29
Algeria;2020-3-28;454;29;31
Algeria;2020-3-29;511;31;31
Algeria;2020-3-30;584;35;37
Algeria;2020-3-31;716;44;46
Algeria;2020-4-1;847;58;61
Algeria;2020-4-2;986;86;61
Algeria;2020-4-3;1171;105;62
Algeria;2020-4-4;1251;130;90
Algeria;2020-4-5;1320;152;90
Algeria;2020-4-6;1423;173;90
Algeria;2020-4-7;1468;193;113
Algeria;2020-4-8;1572;205;237
Algeria;2020-4-9;1666;235;347
Algeria;2020-4-10;1761;256;405
Algeria;2020-4-11;1825;275;460
Algeria;2020-4-12;1914;293;591
Algeria;2020-4-13;1983;313;601
Algeria;2020-4-14;2070;326;691
Algeria;2020-4-15;2160;336;708
Algeria;2020-4-16;2268;348;783
Algeria;2020-4-17;2418;364;846
Algeria;2020-4-18;2534;367;894
Algeria;2020-4-19;2629;375;1047
Algeria;2020-4-20;2718;384;1099
Algeria;2020-4-21;2811;392;1152
Algeria;2020-4-22;2910;402;1204
Algeria;2020-4-23;3007;407;1355
Algeria;2020-4-24;3127;415;1408
Andorra;2020-1-22;0;0;0
Andorra;2020-1-23;0;0;0
Andorra;2020-1-24;0;0;0
Andorra;2020-1-25;0;0;0
Andorra;2020-1-26;0;0;0
Andorra;2020-1-27;0;0;0
Andorra;2020-1-28;0;0;0
Andorra;2020-1-29;0;0;0
Andorra;2020-1-30;0;0;0
Andorra;2020-1-31;0;0;0
Andorra;2020-2-1;0;0;0
Andorra;2020-2-2;0;0;0
Andorra;2020-2-3;0;0;0
Andorra;2020-2-4;0;0;0
Andorra;2020-2-5;0;0;0
Andorra;2020-2-6;0;0;0
Andorra;2020-2-7;0;0;0
Andorra;2020-2-8;0;0;0
Andorra;2020-2-9;0;0;0
Andorra;2020-2-10;0;0;0
Andorra;2020-2-11;0;0;0
Andorra;2020-2-12;0;0;0
Andorra;2020-2-13;0;0;0
Andorra;2020-2-14;0;0;0
Andorra;2020-2-15;0;0;0
Andorra;2020-2-16;0;0;0
Andorra;2020-2-17;0;0;0
Andorra;2020-2-18;0;0;0
Andorra;2020-2-19;0;0;0
Andorra;2020-2-20;0;0;0
Andorra;2020-2-21;0;0;0
Andorra;2020-2-22;0;0;0
Andorra;2020-2-23;0;0;0
Andorra;2020-2-24;0;0;0
Andorra;2020-2-25;0;0;0
Andorra;2020-2-26;0;0;0
Andorra;2020-2-27;0;0;0
Andorra;2020-2-28;0;0;0
Andorra;2020-2-29;0;0;0
Andorra;2020-3-1;0;0;0
Andorra;2020-3-2;1;0;0
Andorra;2020-3-3;1;0;0
Andorra;2020-3-4;1;0;0
Andorra;2020-3-5;1;0;0
Andorra;2020-3-6;1;0;0
Andorra;2020-3-7;1;0;0
Andorra;2020-3-8;1;0;0
Andorra;2020-3-9;1;0;0
Andorra;2020-3-10;1;0;0
Andorra;2020-3-11;1;0;0
Andorra;2020-3-12;1;0;1
Andorra;2020-3-13;1;0;0
Andorra;2020-3-14;1;0;1
Andorra;2020-3-15;1;0;1
Andorra;2020-3-16;2;0;1
Andorra;2020-3-17;39;0;1
Andorra;2020-3-18;39;0;1
Andorra;2020-3-19;53;0;1
Andorra;2020-3-20;75;0;1
Andorra;2020-3-21;88;0;1
Andorra;2020-3-22;113;1;1
Andorra;2020-3-23;133;1;1
Andorra;2020-3-24;164;1;1
Andorra;2020-3-25;188;1;1
Andorra;2020-3-26;224;3;1
Andorra;2020-3-27;267;3;1
Andorra;2020-3-28;308;3;1
Andorra;2020-3-29;334;6;1
Andorra;2020-3-30;370;8;10
Andorra;2020-3-31;376;12;10
Andorra;2020-4-1;390;14;10
Andorra;2020-4-2;428;15;10
Andorra;2020-4-3;439;16;16
Andorra;2020-4-4;466;17;21
Andorra;2020-4-5;501;18;26
Andorra;2020-4-6;525;21;31
Andorra;2020-4-7;545;22;39
Andorra;2020-4-8;564;23;52
Andorra;2020-4-9;583;25;58
Andorra;2020-4-10;601;26;71
Andorra;2020-4-11;601;26;71
Andorra;2020-4-12;638;29;128
Andorra;2020-4-13;646;29;128
Andorra;2020-4-14;659;31;128
Andorra;2020-4-15;673;33;169
Andorra;2020-4-16;673;33;169
Andorra;2020-4-17;696;35;191
Andorra;2020-4-18;704;35;205
Andorra;2020-4-19;713;36;235
Andorra;2020-4-20;717;37;248
Andorra;2020-4-21;717;37;282
Andorra;2020-4-22;723;37;309
Andorra;2020-4-23;723;37;333
Andorra;2020-4-24;731;40;344
Angola;2020-1-22;0;0;0
Angola;2020-1-23;0;0;0
Angola;2020-1-24;0;0;0
Angola;2020-1-25;0;0;0
Angola;2020-1-26;0;0;0
Angola;2020-1-27;0;0;0
Angola;2020-1-28;0;0;0
Angola;2020-1-29;0;0;0
Angola;2020-1-30;0;0;0
Angola;2020-1-31;0;0;0
Angola;2020-2-1;0;0;0
Angola;2020-2-2;0;0;0
Angola;2020-2-3;0;0;0
Angola;2020-2-4;0;0;0
Angola;2020-2-5;0;0;0
Angola;2020-2-6;0;0;0
Angola;2020-2-7;0;0;0
Angola;2020-2-8;0;0;0
Angola;2020-2-9;0;0;0
Angola;2020-2-10;0;0;0
Angola;2020-2-11;0;0;0
Angola;2020-2-12;0;0;0
Angola;2020-2-13;0;0;0
Angola;2020-2-14;0;0;0
Angola;2020-2-15;0;0;0
Angola;2020-2-16;0;0;0
Angola;2020-2-17;0;0;0
Angola;2020-2-18;0;0;0
Angola;2020-2-19;0;0;0
Angola;2020-2-20;0;0;0
Angola;2020-2-21;0;0;0
Angola;2020-2-22;0;0;0
Angola;2020-2-23;0;0;0
Angola;2020-2-24;0;0;0
Angola;2020-2-25;0;0;0
Angola;2020-2-26;0;0;0
Angola;2020-2-27;0;0;0
Angola;2020-2-28;0;0;0
Angola;2020-2-29;0;0;0
Angola;2020-3-1;0;0;0
Angola;2020-3-2;0;0;0
Angola;2020-3-3;0;0;0
Angola;2020-3-4;0;0;0
Angola;2020-3-5;0;0;0
Angola;2020-3-6;0;0;0
Angola;2020-3-7;0;0;0
Angola;2020-3-8;0;0;0
Angola;2020-3-9;0;0;0
Angola;2020-3-10;0;0;0
Angola;2020-3-11;0;0;0
Angola;2020-3-12;0;0;0
Angola;2020-3-13;0;0;0
Angola;2020-3-14;0;0;0
Angola;2020-3-15;0;0;0
Angola;2020-3-16;0;0;0
Angola;2020-3-17;0;0;0
Angola;2020-3-18;0;0;0
Angola;2020-3-19;0;0;0
Angola;2020-3-20;1;0;0
Angola;2020-3-21;2;0;0
Angola;2020-3-22;2;0;0
Angola;2020-3-23;3;0;0
Angola;2020-3-24;3;0;0
Angola;2020-3-25;3;0;0
Angola;2020-3-26;4;0;0
Angola;2020-3-27;4;0;0
Angola;2020-3-28;5;0;0
Angola;2020-3-29;7;2;0
Angola;2020-3-30;7;2;0
Angola;2020-3-31;7;2;1
Angola;2020-4-1;8;2;1
Angola;2020-4-2;8;2;1
Angola;2020-4-3;8;2;1
Angola;2020-4-4;10;2;2
Angola;2020-4-5;14;2;2
Angola;2020-4-6;16;2;2
Angola;2020-4-7;17;2;2
Angola;2020-4-8;19;2;2
Angola;2020-4-9;19;2;2
Angola;2020-4-10;19;2;2
Angola;2020-4-11;19;2;4
Angola;2020-4-12;19;2;4
Angola;2020-4-13;19;2;4
Angola;2020-4-14;19;2;5
Angola;2020-4-15;19;2;5
Angola;2020-4-16;19;2;5
Angola;2020-4-17;19;2;5
Angola;2020-4-18;24;2;6
Angola;2020-4-19;24;2;6
Angola;2020-4-20;24;2;6
Angola;2020-4-21;24;2;6
Angola;2020-4-22;25;2;6
Angola;2020-4-23;25;2;6
Angola;2020-4-24;25;2;6
Antigua and Barbuda;2020-1-22;0;0;0
Antigua and Barbuda;2020-1-23;0;0;0
Antigua and Barbuda;2020-1-24;0;0;0
Antigua and Barbuda;2020-1-25;0;0;0
Antigua and Barbuda;2020-1-26;0;0;0
Antigua and Barbuda;2020-1-27;0;0;0
Antigua and Barbuda;2020-1-28;0;0;0
Antigua and Barbuda;2020-1-29;0;0;0
Antigua and Barbuda;2020-1-30;0;0;0
Antigua and Barbuda;2020-1-31;0;0;0
Antigua and Barbuda;2020-2-1;0;0;0
Antigua and Barbuda;2020-2-2;0;0;0
Antigua and Barbuda;2020-2-3;0;0;0
Antigua and Barbuda;2020-2-4;0;0;0
Antigua and Barbuda;2020-2-5;0;0;0
Antigua and Barbuda;2020-2-6;0;0;0
Antigua and Barbuda;2020-2-7;0;0;0
Antigua and Barbuda;2020-2-8;0;0;0
Antigua and Barbuda;2020-2-9;0;0;0
Antigua and Barbuda;2020-2-10;0;0;0
Antigua and Barbuda;2020-2-11;0;0;0
Antigua and Barbuda;2020-2-12;0;0;0
Antigua and Barbuda;2020-2-13;0;0;0
Antigua and Barbuda;2020-2-14;0;0;0
Antigua and Barbuda;2020-2-15;0;0;0
Antigua and Barbuda;2020-2-16;0;0;0
Antigua and Barbuda;2020-2-17;0;0;0
Antigua and Barbuda;2020-2-18;0;0;0
Antigua and Barbuda;2020-2-19;0;0;0
Antigua and Barbuda;2020-2-20;0;0;0
Antigua and Barbuda;2020-2-21;0;0;0
Antigua and Barbuda;2020-2-22;0;0;0
Antigua and Barbuda;2020-2-23;0;0;0
Antigua and Barbuda;2020-2-24;0;0;0
Antigua and Barbuda;2020-2-25;0;0;0
Antigua and Barbuda;2020-2-26;0;0;0
Antigua and Barbuda;2020-2-27;0;0;0
Antigua and Barbuda;2020-2-28;0;0;0
Antigua and Barbuda;2020-2-29;0;0;0
Antigua and Barbuda;2020-3-1;0;0;0
Antigua and Barbuda;2020-3-2;0;0;0
Antigua and Barbuda;2020-3-3;0;0;0
Antigua and Barbuda;2020-3-4;0;0;0
Antigua and Barbuda;2020-3-5;0;0;0
Antigua and Barbuda;2020-3-6;0;0;0
Antigua and Barbuda;2020-3-7;0;0;0
Antigua and Barbuda;2020-3-8;0;0;0
Antigua and Barbuda;2020-3-9;0;0;0
Antigua and Barbuda;2020-3-10;0;0;0
Antigua and Barbuda;2020-3-11;0;0;0
Antigua and Barbuda;2020-3-12;0;0;0
Antigua and Barbuda;2020-3-13;1;0;0
Antigua and Barbuda;2020-3-14;1;0;0
Antigua and Barbuda;2020-3-15;1;0;0
Antigua and Barbuda;2020-3-16;1;0;0
Antigua and Barbuda;2020-3-17;1;0;0
Antigua and Barbuda;2020-3-18;1;0;0
Antigua and Barbuda;2020-3-19;1;0;0
Antigua and Barbuda;2020-3-20;1;0;0
Antigua and Barbuda;2020-3-21;1;0;0
Antigua and Barbuda;2020-3-22;1;0;0
Antigua and Barbuda;2020-3-23;3;0;0
Antigua and Barbuda;2020-3-24;3;0;0
Antigua and Barbuda;2020-3-25;3;0;0
Antigua and Barbuda;2020-3-26;7;0;0
Antigua and Barbuda;2020-3-27;7;0;0
Antigua and Barbuda;2020-3-28;7;0;0
Antigua and Barbuda;2020-3-29;7;0;0
Antigua and Barbuda;2020-3-30;7;0;0
Antigua and Barbuda;2020-3-31;7;0;0
Antigua and Barbuda;2020-4-1;7;0;0
Antigua and Barbuda;2020-4-2;9;0;0
Antigua and Barbuda;2020-4-3;15;0;0
Antigua and Barbuda;2020-4-4;15;0;0
Antigua and Barbuda;2020-4-5;15;0;0
Antigua and Barbuda;2020-4-6;15;0;0
Antigua and Barbuda;2020-4-7;19;1;0
Antigua and Barbuda;2020-4-8;19;2;0
Antigua and Barbuda;2020-4-9;19;2;0
Antigua and Barbuda;2020-4-10;19;2;0
Antigua and Barbuda;2020-4-11;21;2;0
Antigua and Barbuda;2020-4-12;21;2;0
Antigua and Barbuda;2020-4-13;23;2;0
Antigua and Barbuda;2020-4-14;23;2;3
Antigua and Barbuda;2020-4-15;23;2;3
Antigua and Barbuda;2020-4-16;23;3;3
Antigua and Barbuda;2020-4-17;23;3;3
Antigua and Barbuda;2020-4-18;23;3;3
Antigua and Barbuda;2020-4-19;23;3;3
Antigua and Barbuda;2020-4-20;23;3;3
Antigua and Barbuda;2020-4-21;23;3;7
Antigua and Barbuda;2020-4-22;24;3;10
Antigua and Barbuda;2020-4-23;24;3;10
Antigua and Barbuda;2020-4-24;24;3;11
Argentina;2020-1-22;0;0;0
Argentina;2020-1-23;0;0;0
Argentina;2020-1-24;0;0;0
Argentina;2020-1-25;0;0;0
Argentina;2020-1-26;0;0;0
Argentina;2020-1-27;0;0;0
Argentina;2020-1-28;0;0;0
Argentina;2020-1-29;0;0;0
Argentina;2020-1-30;0;0;0
Argentina;2020-1-31;0;0;0
Argentina;2020-2-1;0;0;0
Argentina;2020-2-2;0;0;0
Argentina;2020-2-3;0;0;0
Argentina;2020-2-4;0;0;0
Argentina;2020-2-5;0;0;0
Argentina;2020-2-6;0;0;0
Argentina;2020-2-7;0;0;0
Argentina;2020-2-8;0;0;0
Argentina;2020-2-9;0;0;0
Argentina;2020-2-10;0;0;0
Argentina;2020-2-11;0;0;0
Argentina;2020-2-12;0;0;0
Argentina;2020-2-13;0;0;0
Argentina;2020-2-14;0;0;0
Argentina;2020-2-15;0;0;0
Argentina;2020-2-16;0;0;0
Argentina;2020-2-17;0;0;0
Argentina;2020-2-18;0;0;0
Argentina;2020-2-19;0;0;0
Argentina;2020-2-20;0;0;0
Argentina;2020-2-21;0;0;0
Argentina;2020-2-22;0;0;0
Argentina;2020-2-23;0;0;0
Argentina;2020-2-24;0;0;0
Argentina;2020-2-25;0;0;0
Argentina;2020-2-26;0;0;0
Argentina;2020-2-27;0;0;0
Argentina;2020-2-28;0;0;0
Argentina;2020-2-29;0;0;0
Argentina;2020-3-1;0;0;0
Argentina;2020-3-2;0;0;0
Argentina;2020-3-3;1;0;0
Argentina;2020-3-4;1;0;0
Argentina;2020-3-5;1;0;0
Argentina;2020-3-6;2;0;0
Argentina;2020-3-7;8;0;0
Argentina;2020-3-8;12;1;0
Argentina;2020-3-9;12;1;0
Argentina;2020-3-10;17;1;0
Argentina;2020-3-11;19;1;0
Argentina;2020-3-12;19;1;0
Argentina;2020-3-13;31;2;0
Argentina;2020-3-14;34;2;1
Argentina;2020-3-15;45;2;1
Argentina;2020-3-16;56;2;1
Argentina;2020-3-17;68;2;3
Argentina;2020-3-18;79;2;3
Argentina;2020-3-19;97;3;3
Argentina;2020-3-20;128;3;3
Argentina;2020-3-21;158;4;3
Argentina;2020-3-22;266;4;3
Argentina;2020-3-23;301;4;3
Argentina;2020-3-24;387;6;52
Argentina;2020-3-25;387;8;52
Argentina;2020-3-26;502;9;63
Argentina;2020-3-27;589;13;72
Argentina;2020-3-28;690;18;72
Argentina;2020-3-29;745;19;72
Argentina;2020-3-30;820;23;228
Argentina;2020-3-31;1054;27;240
Argentina;2020-4-1;1054;28;248
Argentina;2020-4-2;1133;36;256
Argentina;2020-4-3;1265;39;266
Argentina;2020-4-4;1451;43;279
Argentina;2020-4-5;1451;44;280
Argentina;2020-4-6;1554;48;325
Argentina;2020-4-7;1628;56;338
Argentina;2020-4-8;1715;63;358
Argentina;2020-4-9;1795;72;365
Argentina;2020-4-10;1975;82;375
Argentina;2020-4-11;1975;83;440
Argentina;2020-4-12;2142;90;468
Argentina;2020-4-13;2208;97;515
Argentina;2020-4-14;2277;102;559
Argentina;2020-4-15;2443;111;596
Argentina;2020-4-16;2571;115;631
Argentina;2020-4-17;2669;123;666
Argentina;2020-4-18;2758;129;685
Argentina;2020-4-19;2839;132;709
Argentina;2020-4-20;2941;136;737
Argentina;2020-4-21;3031;147;840
Argentina;2020-4-22;3144;152;872
Argentina;2020-4-23;3435;165;919
Argentina;2020-4-24;3607;176;976
Armenia;2020-1-22;0;0;0
Armenia;2020-1-23;0;0;0
Armenia;2020-1-24;0;0;0
Armenia;2020-1-25;0;0;0
Armenia;2020-1-26;0;0;0
Armenia;2020-1-27;0;0;0
Armenia;2020-1-28;0;0;0
Armenia;2020-1-29;0;0;0
Armenia;2020-1-30;0;0;0
Armenia;2020-1-31;0;0;0
Armenia;2020-2-1;0;0;0
Armenia;2020-2-2;0;0;0
Armenia;2020-2-3;0;0;0
Armenia;2020-2-4;0;0;0
Armenia;2020-2-5;0;0;0
Armenia;2020-2-6;0;0;0
Armenia;2020-2-7;0;0;0
Armenia;2020-2-8;0;0;0
Armenia;2020-2-9;0;0;0
Armenia;2020-2-10;0;0;0
Armenia;2020-2-11;0;0;0
Armenia;2020-2-12;0;0;0
Armenia;2020-2-13;0;0;0
Armenia;2020-2-14;0;0;0
Armenia;2020-2-15;0;0;0
Armenia;2020-2-16;0;0;0
Armenia;2020-2-17;0;0;0
Armenia;2020-2-18;0;0;0
Armenia;2020-2-19;0;0;0
Armenia;2020-2-20;0;0;0
Armenia;2020-2-21;0;0;0
Armenia;2020-2-22;0;0;0
Armenia;2020-2-23;0;0;0
Armenia;2020-2-24;0;0;0
Armenia;2020-2-25;0;0;0
Armenia;2020-2-26;0;0;0
Armenia;2020-2-27;0;0;0
Armenia;2020-2-28;0;0;0
Armenia;2020-2-29;0;0;0
Armenia;2020-3-1;1;0;0
Armenia;2020-3-2;1;0;0
Armenia;2020-3-3;1;0;0
Armenia;2020-3-4;1;0;0
Armenia;2020-3-5;1;0;0
Armenia;2020-3-6;1;0;0
Armenia;2020-3-7;1;0;0
Armenia;2020-3-8;1;0;0
Armenia;2020-3-9;1;0;0
Armenia;2020-3-10;1;0;0
Armenia;2020-3-11;1;0;0
Armenia;2020-3-12;4;0;0
Armenia;2020-3-13;8;0;0
Armenia;2020-3-14;18;0;0
Armenia;2020-3-15;26;0;0
Armenia;2020-3-16;52;0;0
Armenia;2020-3-17;78;0;1
Armenia;2020-3-18;84;0;1
Armenia;2020-3-19;115;0;1
Armenia;2020-3-20;136;0;1
Armenia;2020-3-21;160;0;1
Armenia;2020-3-22;194;0;2
Armenia;2020-3-23;235;0;2
Armenia;2020-3-24;249;0;14
Armenia;2020-3-25;265;0;16
Armenia;2020-3-26;290;1;18
Armenia;2020-3-27;329;1;28
Armenia;2020-3-28;407;1;30
Armenia;2020-3-29;424;3;30
Armenia;2020-3-30;482;3;30
Armenia;2020-3-31;532;3;30
Armenia;2020-4-1;571;4;31
Armenia;2020-4-2;663;7;33
Armenia;2020-4-3;736;7;43
Armenia;2020-4-4;770;7;43
Armenia;2020-4-5;822;7;57
Armenia;2020-4-6;833;8;62
Armenia;2020-4-7;853;8;87
Armenia;2020-4-8;881;9;114
Armenia;2020-4-9;921;10;138
Armenia;2020-4-10;937;12;149
Armenia;2020-4-11;967;13;173
Armenia;2020-4-12;1013;13;197
Armenia;2020-4-13;1039;14;211
Armenia;2020-4-14;1067;16;265
